,id,imdb_id,original_title,filtered_name
1987,10882,tt0053285,Sleeping Beauty,sleeping beauty
1988,24808,tt0086336,Something Wicked This Way Comes,wicked comes
1989,19762,tt0057518,Son of Flubber,flubber
1990,13850,tt0038969,Song of the South,south
1991,2619,tt0088161,Splash,splash
1992,65158,tt0111271,Squanto: A Warrior's Tale,squanto a warrior s
1993,53565,tt0019422,Steamboat Willie,steamboat willie
1994,41841,tt0111359,Tall Tale,tall
1995,27332,tt0084783,Tex,tex
1996,97,tt0084827,Tron,tron
1997,10419,tt0108265,Swing Kids,swing
1998,11675,tt0120694,Halloween: H20,halloween h20
1999,2107,tt0102250,L.A. Story,l a
2000,6471,tt0079367,The Jerk,jerk
2001,9442,tt0083798,Dead Men Don't Wear Plaid,t wear plaid
2002,11591,tt0085894,The Man with Two Brains,brains
2003,13697,tt0101969,Grand Canyon,grand canyon
2004,19158,tt0099697,Graveyard Shift,graveyard shift
2005,227,tt0086066,The Outsiders,outsiders
2006,87,tt0087469,Indiana Jones and the Temple of Doom,indiana jones temple doom
2007,123,tt0077869,The Lord of the Rings,lord rings
2008,9314,tt0087803,Nineteen Eighty-Four,nineteen eighty
2009,11336,tt0085407,The Dead Zone,zone
2010,9980,tt0091499,Maximum Overdrive,maximum overdrive
2011,10657,tt0107665,Needful Things,needful
2012,10489,tt0085382,Cujo,cujo
2013,10823,tt0087050,Children of the Corn,corn
2014,11497,tt0096787,All Dogs Go to Heaven,dogs
2015,2907,tt0101272,The Addams Family,addams
2016,9454,tt0120631,EverAfter,everafter
2017,8688,tt0120832,Snake Eyes,snake
2018,118452,tt0128214,"First Love, Last Rites",rites
2019,16155,tt0120813,Safe Men,safe
2020,48894,tt0120056,Die Salzmänner von Tibet,salzmänner von tibet
2021,23954,tt0080388,Atlantic City,atlantic
2023,396,tt0061184,Who's Afraid of Virginia Woolf?,s afraid virginia woolf
2024,14367,tt0092513,Adventures in Babysitting,babysitting
2025,11814,tt0090305,Weird Science,weird science
2026,16081,tt0061584,Doctor Dolittle,dolittle
2027,18331,tt0057372,The Nutty Professor,nutty professor
2028,15171,tt0070016,Charlotte's Web,charlotte s web
2029,11837,tt0078480,Watership Down,watership
2030,11704,tt0084649,The Secret of NIMH,nimh
2031,11639,tt0083791,The Dark Crystal,crystal
2032,4978,tt0090633,An American Tail,tail
2033,10380,tt0101329,An American Tail: Fievel Goes West,tail fievel
2034,11976,tt0089469,Legend,
2035,15144,tt0088128,Sixteen Candles,sixteen candles
2036,11522,tt0091790,Pretty in Pink,pretty pink
2037,11557,tt0090060,St. Elmo's Fire,st elmo s
2038,13853,tt0090848,The Clan of the Cave Bear,clan cave bear
2039,11415,tt0091223,House,
2040,37530,tt0093220,House II: The Second Story,second
2041,8393,tt0080801,The Gods Must Be Crazy,gods must
2042,11937,tt0097443,The Gods Must Be Crazy II,gods must
2043,21661,tt0140796,Air Bud: Golden Receiver,bud golden receiver
2044,9320,tt0118661,The Avengers,avengers
2045,33644,tt0120703,How Stella Got Her Groove Back,stella got groove
2046,14662,tt0120831,Slums of Beverly Hills,slums beverly hills
2048,115872,tt0129923,La femme de chambre du Titanic,femme chambre du titanic
2049,39930,tt0116516,"Henry II, Portrait of a Serial Killer",henry portrait a serial
2050,10692,tt0099763,Henry: Portrait of a Serial Killer,henry portrait a serial
2051,805,tt0063522,Rosemary's Baby,rosemary s
2052,34584,tt0088323,The Neverending Story,neverending
2053,34636,tt0100240,The Neverending Story II: The Next Chapter,neverending chapter
2054,2182,tt0080391,Attack of the Killer Tomatoes!,attack tomatoes
2055,28070,tt0094077,Surf Nazis Must Die,surf nazis must
2056,77469,tt0119517,Your Friends & Neighbors,neighbors
2057,10278,tt0124595,Return to Paradise,
2058,36647,tt0120611,Blade,blade
2059,17915,tt0120576,Dance with Me,
2060,14557,tt0118301,Dead Man on Campus,campus
2061,9417,tt0120901,Wrongfully Accused,wrongfully accused
2062,41469,tt0119778,Next Stop Wonderland,stop wonderland
2063,19381,tt0120692,Strike!,strike
2064,34637,tt0095709,The Navigator: A Medieval Odyssey,navigator a medieval odyssey
2065,4011,tt0094721,Beetlejuice,beetlejuice
2066,161795,tt0119033,Déjà Vu,déjà vu
2067,1580,tt0040746,Rope,rope
2068,5854,tt0074512,Family Plot,plot
2069,573,tt0068611,Frenzy,frenzy
2070,2370,tt0065112,Topaz,topaz
2071,5780,tt0061107,Torn Curtain,torn curtain
2072,506,tt0058329,Marnie,marnie
2073,22527,tt0051207,The Wrong Man,wrong
2074,574,tt0049470,The Man Who Knew Too Much,knew much
2075,11219,tt0048750,The Trouble with Harry,
2076,30159,tt0045897,I Confess,i confess
2077,845,tt0044079,Strangers on a Train,strangers a
2078,1978,tt0042994,Stage Fright,stage fright
2079,3682,tt0120577,54,54
2080,51942,tt0119346,I Married a Strange Person!,i married a person
2081,46702,tt0123324,Why Do Fools Fall In Love,fools
2082,54795,tt0119453,Keep the Aspidistra Flying,keep aspidistra flying
2084,847,tt0096446,Willow,willow
2085,117,tt0094226,The Untouchables,untouchables
2086,14577,tt0120654,Dirty Work,work
2087,37498,tt0120724,Knock Off,knock
2088,38621,tt0119125,Firelight,firelight
2089,59138,tt0139468,Modulations,modulations
2090,28047,tt0119892,Phoenix,phoenix
2091,4175,tt0042004,Under Capricorn,capricorn
2092,31667,tt0039694,The Paradine Case,paradine
2093,13321,tt0037017,Lifeboat,lifeboat
2094,21734,tt0036342,Shadow of a Doubt,a doubt
2095,31997,tt0035279,Saboteur,saboteur
2096,24197,tt0033922,Mr. & Mrs. Smith,smith
2097,11462,tt0034248,Suspicion,suspicion
2098,31995,tt0031505,Jamaica Inn,jamaica inn
2099,940,tt0030341,The Lady Vanishes,vanishes
2100,2762,tt0029811,Young and Innocent,innocent
2101,12684,tt0028212,Sabotage,sabotage
2102,2761,tt0028231,Secret Agent,agent
2103,8208,tt0025452,The Man Who Knew Too Much,knew much
2104,52907,tt0024747,Waltzes from Vienna,waltzes vienna
2105,15007,tt0023285,Number Seventeen,number seventeen
2106,36049,tt0023395,Rich and Strange,rich
2107,52748,tt0022395,The Skin Game,skin
2108,75793,tt0020852,Elstree Calling,elstree calling
2109,47695,tt0021015,Juno and the Paycock,juno paycock
2110,31930,tt0021165,Murder!,
2111,20213,tt0020142,The Manxman,manxman
2112,543,tt0019702,Blackmail,blackmail
2113,36054,tt0018756,Champagne,champagne
2114,143750,tt2140519,The Farmer's Wife,farmer s
2115,52782,tt0017825,Downhill,downhill
2116,36055,tt0017843,Easy Virtue,easy virtue
2117,36056,tt0018328,The Ring,ring
2118,2760,tt0017075,The Lodger: A Story of the London Fog,lodger a fog
2120,10220,tt0128442,Rounders,rounders
2121,431,tt0123755,Cube,cube
2122,31641,tt0118980,Digging to China,digging china
2123,223318,tt0165857,Let's Talk About Sex,s talk
2124,69848,tt0120775,One Man's Hero,s
2125,22796,tt0124879,Simon Birch,simon birch
2126,22256,tt0119934,Without Limits,limits
2129,21873,tt0081207,My Bodyguard,bodyguard
2130,21500,tt0085346,Class,class
2131,84116,tt0087359,"Grandview, U.S.A.",grandview u s a
2132,12626,tt0092699,Broadcast News,broadcast news
2133,37818,tt0092537,The Allnighter,allnighter
2134,3525,tt0096463,Working Girl,working
2135,129628,tt0096166,Stars & Bars,stars bars
2136,2321,tt0095593,Married to the Mob,married mob
2137,2028,tt0098258,Say Anything...,say anything
2138,16384,tt0100212,My Blue Heaven,
2139,91217,tt0100134,Men Don't Leave,t leave
2141,10699,tt0104412,Hero,
2142,11597,tt0105629,Toys,toys
2143,218624,tt0082172,Choices,choices
2144,47947,tt0084938,Young Doctors in Love,doctors
2145,48311,tt0084472,Parasite,parasite
2146,44772,tt0087810,No Small Affair,affair
2147,14347,tt0086973,Blame It on Rio,blame rio
2148,41090,tt0092225,Wisdom,wisdom
2149,18282,tt0091680,One Crazy Summer,
2150,18169,tt0090583,About Last Night...,
2151,11082,tt0096073,The Seventh Sign,seventh sign
2152,5971,tt0098625,We're No Angels,
2153,11933,tt0102558,Nothing but Trouble,but
2154,20096,tt0101523,The Butcher's Wife,butcher s
2155,30815,tt0102469,Mortal Thoughts,mortal thoughts
2156,881,tt0104257,A Few Good Men,a few
2157,4478,tt0107211,Indecent Proposal,indecent proposal
2158,22318,tt0120788,Permanent Midnight,permanent
2159,53113,tt0120776,One True Thing,
2160,2109,tt0120812,Rush Hour,rush hour
2161,122289,tt0113658,Lilian's Story,lilian s
2162,24746,tt0118736,Six-String Samurai,six string samurai
2164,193103,tt0120162,Somewhere in the City,somewhere
2165,8195,tt0122690,Ronin,ronin
2166,9877,tt0146336,Urban Legend,urban
2167,26618,tt0118863,Clay Pigeons,clay pigeons
2168,21132,tt0119802,Monument Ave.,monument ave
2169,11855,tt0126604,Pecker,pecker
2170,24016,tt0100594,The Sheltering Sky,sheltering
2171,14785,tt0109206,Bandit Queen,bandit
2172,14794,tt0063850,If....,
2173,3486,tt0080731,The Fiendish Plot of Dr. Fu Manchu,fiendish plot fu manchu
2174,11071,tt0047573,Them!,them
2175,1091,tt0084787,The Thing,
2176,10403,tt0105151,The Player,player
2177,11337,tt0081554,Stardust Memories,stardust memories
2178,162,tt0099487,Edward Scissorhands,edward scissorhands
2179,25723,tt0117276,Overnight Delivery,overnight delivery
2180,73351,tt0144604,Shadrach,shadrach
2181,8916,tt0120587,Antz,antz
2182,28134,tt0120823,The Impostors,impostors
2183,9429,tt0120770,A Night at the Roxbury,a roxbury
2184,12159,tt0120889,What Dreams May Come,may
2185,27791,tt0124102,Strangeland,strangeland
2186,43106,tt0052607,The Battle of the Sexes,sexes
2187,30197,tt0063462,The Producers,producers
2188,10156,tt0082517,History of the World: Part I,i
2189,10377,tt0104952,My Cousin Vinny,cousin vinny
2190,3121,tt0073440,Nashville,nashville
2191,4975,tt0119577,Love Is the Devil: Study for a Portrait of Francis Bacon,study a portrait francis bacon
2192,37532,tt0139615,Slam,slam
2193,9713,tt0120701,Holy Man,holy
2194,134368,tt0122642,One Tough Cop,tough
2195,85837,tt0069966,Detroit 9000,detroit 9000
2197,9821,tt0119670,The Mighty,mighty
2198,4437,tt0086837,2010,2010
2199,1890,tt0090830,Children of a Lesser God,a lesser
2200,1955,tt0080678,The Elephant Man,elephant
2201,39437,tt0120603,Beloved,beloved
2202,11932,tt0144120,Bride of Chucky,chucky
2203,6435,tt0120791,Practical Magic,practical
2204,108316,tt0119534,The Alarmist,alarmist
2205,10683,tt0147612,Happiness,happiness
2206,63709,tt0119986,Reach The Rock,reach
2207,9445,tt0118636,Apt Pupil,apt pupil
2208,2657,tt0120789,Pleasantville,pleasantville
2209,9425,tt0120157,Soldier,soldier
2210,32326,tt0150230,The Cruise,cruise
2212,8675,tt0124819,Orgazmo,orgazmo
2213,125762,tt0143874,Shattered Image,shattered image
2214,20701,tt0100740,Tales from the Darkside: The Movie,darkside
2215,9945,tt0120877,Vampires,vampires
2216,73,tt0120586,American History X,x
2217,18603,tt0116481,Hands on a Hard Body: The Documentary,hands a documentary
2218,46889,tt0120722,Living Out Loud,loud
2219,12888,tt0158493,Belly,belly
2220,3033,tt0120684,Gods and Monsters,gods monsters
2221,9882,tt0133952,The Siege,siege
2222,10663,tt0120484,The Waterboy,waterboy
2223,4518,tt0127536,Elizabeth,elizabeth
2224,1808,tt0120879,Velvet Goldmine,velvet goldmine
2225,3600,tt0130018,I Still Know What You Did Last Summer,i still know did
2226,17037,tt0155753,I'll Be Home for Christmas,i ll
2227,297,tt0119643,Meet Joe Black,
2228,5332,tt0120643,Dancing at Lughnasa,dancing lughnasa
2229,21589,tt0116488,Hard Core Logo,core logo
2230,8336,tt0120767,The Naked Man,
2231,11893,tt0089941,Runaway Train,runaway
2232,123056,tt0090934,Desert Bloom,desert bloom
2233,12223,tt0073747,The Stepford Wives,stepford wives
2234,32081,tt0087932,The Pope of Greenwich Village,pope greenwich village
2235,14924,tt0091954,Sid & Nancy,sid nancy
2236,10002,tt0091538,Mona Lisa,mona lisa
2237,41817,tt0099750,Heart Condition,condition
2239,12560,tt0085244,The Big Chill,chill
2240,9798,tt0120660,Enemy of the State,enemy state
2241,14444,tt0134067,The Rugrats Movie,rugrats
2242,9487,tt0120623,A Bug's Life,a bug s
2243,9466,tt0120533,Celebrity,celebrity
2245,2042,tt0120070,Savior,savior
2246,10162,tt0166396,Waking Ned,waking ned
2248,692,tt0069089,Pink Flamingos,pink flamingos
2249,24018,tt0045826,Glen or Glenda,glen glenda
2253,244,tt0024216,King Kong,kong
2254,10730,tt0074751,King Kong,kong
2255,31947,tt0091344,King Kong Lives,kong
2256,8130,tt0089017,Desperately Seeking Susan,desperately seeking susan
2257,11532,tt0089087,The Emerald Forest,emerald forest
2258,9749,tt0089155,Fletch,fletch
2259,14628,tt0097366,Fletch Lives,fletch
2260,9626,tt0089893,Red Sonja,sonja
2261,13698,tt0091159,Gung Ho,gung ho
2262,10466,tt0091541,The Money Pit,pit
2263,707,tt0090264,A View to a Kill,a view a
2264,11954,tt0089489,Lifeforce,lifeforce
2265,9336,tt0087928,Police Academy,police academy
2266,10157,tt0089822,Police Academy 2: Their First Assignment,police academy 2 their assignment
2267,12118,tt0091777,Police Academy 3: Back in Training,police academy 3 training
2268,10587,tt0093756,Police Academy 4: Citizens on Patrol,police academy 4 citizens patrol
2269,11825,tt0095882,Police Academy 5: Assignment Miami Beach,police academy 5 assignment miami
2270,11895,tt0098105,Police Academy 6: City Under Siege,police academy 6 siege
2271,9447,tt0120595,Babe: Pig in the City,babe pig
2272,12257,tt0119304,Home Fries,fries
2273,37536,tt0165494,Ringmaster,ringmaster
2274,10029,tt0124198,Very Bad Things,very
2276,11252,tt0155975,Psycho,psycho
2277,8545,tt0147004,Little Voice,voice
2278,10223,tt0120324,A Simple Plan,a simple plan
2279,9745,tt0141109,Jack Frost,frost
2280,200,tt0120844,Star Trek: Insurrection,trek insurrection
2281,9837,tt0120794,The Prince of Egypt,egypt
2282,11545,tt0128445,Rushmore,rushmore
2283,1934,tt0138097,Shakespeare in Love,shakespeare
2284,110643,tt0087688,Mass Appeal,mass appeal
2285,11881,tt0039628,Miracle on 34th Street,miracle 34th
2286,13764,tt0089961,Santa Claus: The Movie,claus
2288,8879,tt0089767,Pale Rider,pale rider
2289,1369,tt0089880,Rambo: First Blood Part II,rambo
2290,1368,tt0083944,First Blood,
2291,1370,tt0095956,Rambo III,rambo
2292,10303,tt0089370,The Jewel of the Nile,jewel nile
2293,9326,tt0088011,Romancing the Stone,romancing
2294,10328,tt0088933,Cocoon,cocoon
2295,11285,tt0094890,Cocoon: The Return,cocoon
2296,1367,tt0079817,Rocky II,rocky
2297,1371,tt0084602,Rocky III,rocky
2298,1374,tt0089927,Rocky IV,rocky iv
2299,1375,tt0100507,Rocky V,rocky v
2300,15196,tt0088930,Clue,clue
2301,11904,tt0090357,Young Sherlock Holmes,sherlock holmes
2302,215875,tt0092173,Violets Are Blue,violets
2303,15596,tt0090685,Back to School,
2304,13818,tt0091188,Heartburn,heartburn
2305,29968,tt0091653,Nothing in Common,common
2306,44326,tt0091024,Extremities,extremities
2307,1885,tt0087538,The Karate Kid,karate
2308,8856,tt0091326,"The Karate Kid, Part II",karate
2309,10495,tt0097647,"The Karate Kid, Part III",karate
2310,5825,tt0097958,National Lampoon's Christmas Vacation,national lampoon s vacation
2311,9489,tt0128853,You've Got Mail,ve got mail
2312,16885,tt0120706,The General,general
2313,76857,tt0120861,The Theory of Flight,theory
2314,8741,tt0120863,The Thin Red Line,thin
2315,9276,tt0133751,The Faculty,faculty
2316,9822,tt0120751,Mighty Joe Young,mighty
2317,39314,tt0041650,Mighty Joe Young,mighty
2318,10312,tt0129290,Patch Adams,patch adams
2319,9441,tt0120686,Stepmom,stepmom
2321,125582,tt0142231,Down in the Delta,delta
2322,24525,tt0119336,Hurlyburly,hurlyburly
2323,10368,tt0120857,Tea with Mussolini,tea mussolini
2324,11365,tt0120514,Wilde,wilde
2325,140897,tt0144546,Outside Ozona,outside ozona
2326,31662,tt0118564,Affliction,affliction
2327,36136,tt0127722,Another Day in Paradise,
2328,1363,tt0120699,The Hi-Lo Country,hi lo
2329,46992,tt0150915,Hilary and Jackie,hilary jackie
2330,825,tt0145734,Playing by Heart,playing
2331,22913,tt0120391,24 7: Twenty Four Seven,24 7 twenty
2332,15556,tt0132512,At First Sight,sight
2333,28902,tt0120710,In Dreams,
2334,14709,tt0139699,Varsity Blues,varsity
2335,9423,tt0120458,Virus,virus
2336,14443,tt0093072,The Garbage Pail Kids Movie,garbage pail
2337,10658,tt0091225,Howard the Duck,howard duck
2338,6917,tt0093075,The Gate,gate
2339,40729,tt0099636,The Gate II: Trespassers,gate trespassers
2340,24086,tt0090768,The Boy Who Could Fly,could fly
2341,11815,tt0051622,The Fly,fly
2342,9426,tt0091064,The Fly,fly
2343,10344,tt0097368,The Fly II,fly
2344,15698,tt0091875,Running Scared,running scared
2345,2620,tt0090660,Armed and Dangerous,armed
2346,30497,tt0072271,The Texas Chain Saw Massacre,chain saw
2347,16337,tt0092076,The Texas Chainsaw Massacre 2,chainsaw 2
2348,25018,tt0099994,Leatherface: Texas Chainsaw Massacre III,leatherface chainsaw
2349,16780,tt0110978,Texas Chainsaw Massacre: The Next Generation,chainsaw generation
2350,12151,tt0091877,Ruthless People,ruthless
2351,25438,tt0092112,Trick or Treat,trick treat
2352,33278,tt0090917,Deadly Friend,friend
2353,274253,tt0090710,Belizaire the Cajun,belizaire cajun
2354,192,tt0091605,The Name of the Rose,name rose
2355,10945,tt0091306,Jumpin' Jack Flash,jumpin flash
2356,10013,tt0091738,Peggy Sue Got Married,peggy sue got married
2357,9671,tt0090555,Crocodile Dundee,crocodile dundee
2358,9396,tt0092493,Crocodile Dundee II,crocodile dundee
2359,11038,tt0092105,Tough Guys,tough guys
2360,12278,tt0091991,Soul Man,soul
2361,11873,tt0090863,The Color of Money,color
2362,18588,tt0090567,52 Pick-Up,52 pick
2363,10015,tt0091187,Heartbreak Ridge,heartbreak ridge
2364,12715,tt0091055,Firewalker,firewalker
2365,8388,tt0092086,¡Three Amigos!,amigos
2366,45712,tt0120683,Gloria,gloria
2368,8129,tt0151691,My Name Is Joe,name
2369,1618,tt0149151,Still Crazy,still
2371,296543,tt0120095,Tinseltown,tinseltown
2372,10314,tt0160862,She's All That,s
2373,125548,tt0138279,The 24 Hour Woman,24 hour
2374,47139,tt0163984,"Blood, Guts, Bullets and Octane",guts bullets octane
2375,11167,tt0054167,Peeping Tom,peeping
2376,170187,tt0152548,Spanish Fly,spanish fly
2377,2112,tt0120784,Payback,payback
2378,16172,tt0145893,Simply Irresistible,simply irresistible
2379,111794,tt0138987,20 Dates,20 dates
2381,20595,tt0174852,The Last Days,
2383,11622,tt0124298,Blast from the Past,blast past
2384,10207,tt0139462,Message in a Bottle,message a bottle
2385,9849,tt0120764,My Favorite Martian,favorite martian
2386,82865,tt0119207,"God Said, 'Ha!'",said ha
2387,18892,tt0155776,Jawbreaker,jawbreaker
2388,13466,tt0132477,October Sky,october
2389,1542,tt0151804,Office Space,office
2391,15256,tt0137338,200 Cigarettes,200 cigarettes
2392,8224,tt0134273,8MM,8mm
2393,18417,tt0123209,The Other Sister,sister
2394,12479,tt0120618,Breakfast of Champions,breakfast champions
2395,15031,tt0181322,The Breaks,breaks
2396,15209,tt0119054,Eight Days a Week,eight a week
2397,26425,tt0123221,Just the Ticket,ticket
2398,1847,tt0070334,The Long Goodbye,goodbye
2400,8913,tt0098084,Pet Sematary,pet sematary
2401,10906,tt0105128,Pet Sematary II,pet sematary
2402,25748,tt0106557,Children of the Corn II: The Final Sacrifice,corn sacrifice
2403,25749,tt0109415,Children of the Corn III: Urban Harvest,corn urban harvest
2404,8769,tt0085333,Christine,christine
2405,14742,tt0084412,Night Shift,shift
2406,15856,tt0051744,House on Haunted Hill,haunted
2407,10671,tt0065377,Airport,airport
2408,27932,tt0071110,Airport 1975,airport 1975
2409,7227,tt0075648,Airport '77,airport 77
2410,10670,tt0076636,Rollercoaster,rollercoaster
2411,5919,tt0072308,The Towering Inferno,towering inferno
2412,33518,tt0080354,Alligator,alligator
2413,40160,tt0079550,Meteor,meteor
2414,2362,tt0070909,Westworld,westworld
2415,10803,tt0074812,Logan's Run,logan s
2416,871,tt0063442,Planet of the Apes,apes
2417,1685,tt0065462,Beneath the Planet of the Apes,beneath apes
2418,1705,tt0069768,Battle for the Planet of the Apes,apes
2419,1688,tt0068408,Conquest of the Planet of the Apes,conquest apes
2420,1687,tt0067065,Escape from the Planet of the Apes,apes
2421,166680,tt0077189,Avalanche,avalanche
2422,11123,tt0071455,Earthquake,earthquake
2423,29723,tt0078740,The Concorde... Airport '79,concorde airport 79
2424,31638,tt0078856,Beyond the Poseidon Adventure,poseidon
2425,113286,tt0175550,The Dancemaker,dancemaker
2426,9535,tt0122933,Analyze This,analyze
2427,9455,tt0142192,The Corruptor,corruptor
2428,796,tt0139134,Cruel Intentions,cruel intentions
2429,100,tt0120735,"Lock, Stock and Two Smoking Barrels",lock stock smoking barrels
2430,47501,tt0127288,Six Ways to Sunday,six ways sunday
2432,84586,tt0159696,Relax... It's Just Sex,relax s
2433,30943,tt0120646,The Deep End of the Ocean,ocean
2434,107946,tt0125778,Harvest,harvest
2435,7341,tt0144814,The Rage: Carrie 2,rage carrie 2
2436,10350,tt0131646,Wing Commander,wing commander
2437,11772,tt0057129,The Haunting,haunting
2438,9540,tt0094964,Dead Ringers,ringers
2439,31503,tt0107626,My Boyfriend's Back,boyfriend s
2440,11773,tt0054443,Village of the Damned,village damned
2441,30202,tt0056931,Children of the Damned,damned
2442,22345,tt0118665,Baby Geniuses,geniuses
2443,53685,tt0120859,Telling You,telling
2445,1641,tt0141098,Forces of Nature,forces nature
2446,47288,tt0160429,The King and I,i
2447,10212,tt0129332,Ravenous,ravenous
2448,10354,tt0139668,True Crime,crime
2450,8583,tt0118892,Dangerous Beauty,beauty
2451,123728,tt0116192,The Empty Mirror,empty mirror
2452,16520,tt0049408,The King and I,i
2453,16508,tt0187819,Doug's 1st Movie,doug s 1st
2454,11374,tt0131369,Edtv,edtv
2455,16379,tt0120757,The Mod Squad,mod squad
2456,125123,tt0122906,Among Giants,among giants
2457,28029,tt0120613,A Walk on the Moon,a
2458,603,tt0133093,The Matrix,matrix
2459,4951,tt0147800,10 Things I Hate About You,i hate
2461,8970,tt0129280,The Out-of-Towners,towners
2464,30950,tt0119665,Metroland,metroland
2465,70687,tt0127302,The Sticky Fingers of Time,sticky fingers
2466,11660,tt0154506,Following,following
2467,9430,tt0139239,Go,
2468,11355,tt0151738,Never Been Kissed,been kissed
2470,9465,tt0126250,Cookie's Fortune,cookie s fortune
2471,27455,tt0166195,Foolish,foolish
2473,49981,tt0119219,Goodbye Lover,goodbye lover
2474,6522,tt0123964,Life,
2475,114719,tt0143261,Friends & Lovers,lovers
2476,10209,tt0136244,Hideous Kinky,hideous kinky
2478,143299,tt0139394,The Joyriders,joyriders
2482,6396,tt0133189,SLC Punk,slc punk
2483,39964,tt0120836,Lost & Found,found
2484,12596,tt0120797,Pushing Tin,pushing tin
2485,9451,tt0126886,Election,election
2486,1946,tt0120907,eXistenZ,existenz
2487,89522,tt0119546,A Little Bit of Soul,a bit soul
2489,139445,tt0128370,Nô,nô
2490,74140,tt0168950,Let It Come Down: The Life of Paul Bowles,paul bowles
2491,1844,tt0137494,Entrapment,entrapment
2492,6552,tt0138510,Idle Hands,idle hands
2493,24584,tt0162973,Get Real,real
2494,213985,tt0120697,Heaven,
2496,4154,tt0138874,Three Seasons,seasons
2497,28519,tt0155388,The Winslow Boy,winslow
2498,3309,tt0037913,Mildred Pierce,mildred pierce
2499,18462,tt0087799,Night of the Comet,comet
2500,28941,tt0090837,Chopping Mall,chopping mall
2501,18252,tt0089652,My Science Project,science
2502,8592,tt0099422,Dick Tracy,dick tracy
2503,564,tt0120616,The Mummy,mummy
2504,13852,tt0118826,The Castle,castle
2505,140519,tt0188052,Mascara,mascara
2506,25232,tt0120865,This Is My Father,
2508,10210,tt0140379,A Midsummer Night's Dream,a midsummer s
2509,53862,tt0160298,Trippin',trippin
2512,4927,tt0138414,Edge of Seventeen,seventeen
2513,122190,tt0120659,Endurance,endurance
2514,1893,tt0120915,Star Wars: Episode I - The Phantom Menace,episode i phantom menace
2515,31342,tt0166252,The Love Letter,letter
2516,44297,tt0149723,L'assedio,l assedio
2517,95627,tt0120680,Frogs for Snakes,frogs snakes
2519,15849,tt0023245,The Mummy,mummy
2520,18990,tt0053085,The Mummy,mummy
2521,29242,tt0037098,The Mummy's Curse,mummy s
2522,29243,tt0037099,The Mummy's Ghost,mummy s
2523,31498,tt0032818,The Mummy's Hand,mummy s hand
2524,29239,tt0035096,The Mummy's Tomb,mummy s tomb
2525,15660,tt0082766,Mommie Dearest,mommie dearest
2526,1924,tt0078346,Superman,superman
2527,8536,tt0081573,Superman II,superman
2528,9531,tt0086393,Superman III,superman
2529,11411,tt0094074,Superman IV: The Quest for Peace,superman iv quest peace
2530,138,tt0021814,Dracula,
2531,30793,tt0037793,House of Dracula,
2532,3103,tt0036931,House of Frankenstein,frankenstein
2533,3035,tt0021884,Frankenstein,frankenstein
2534,3077,tt0031951,Son of Frankenstein,frankenstein
2535,3074,tt0034786,The Ghost of Frankenstein,frankenstein
2536,3076,tt0035899,Frankenstein Meets the Wolf Man,frankenstein meets
2537,3079,tt0050280,The Curse of Frankenstein,frankenstein
2538,32023,tt0036376,Son of Dracula,
2539,13666,tt0034398,The Wolf Man,
2540,29794,tt0089308,Howling II: Stirba - Werewolf Bitch,howling stirba werewolf bitch
2541,9077,tt0048696,Tarantula,tarantula
2542,36685,tt0073629,The Rocky Horror Picture Show,rocky horror picture
2543,43391,tt0042469,The Flying Saucer,flying saucer
2544,30168,tt0084156,It Came from Hollywood,
2545,10785,tt0044121,The Thing from Another World,
2546,19483,tt0045920,It Came from Outer Space,outer
2547,8974,tt0046534,The War of the Worlds,worlds
2548,29959,tt0048215,It Came from Beneath the Sea,beneath
2549,11549,tt0049366,Invasion of the Body Snatchers,invasion snatchers
2550,18158,tt0049169,Earth vs. the Flying Saucers,flying saucers
2551,27625,tt0049370,It Conquered the World,conquered
2552,41516,tt0049516,The Mole People,mole
2553,17918,tt0084745,Swamp Thing,swamp
2554,37305,tt0053183,Pork Chop Hill,pork chop
2555,18784,tt0052151,"Run Silent, Run Deep",
2556,509,tt0125439,Notting Hill,notting
2557,1090,tt0139809,The Thirteenth Floor,thirteenth floor
2559,15059,tt0126859,The Loss of Sexual Innocence,loss sexual innocence
2560,55912,tt0138590,The Man with Rain in His Shoes,rain shoes
2561,12117,tt0128278,Instinct,instinct
2562,11779,tt0186508,Buena Vista Social Club,buena vista social
2563,41730,tt0126261,Desert Blue,desert
2564,84198,tt1736049,A Place at the Table,a table
2565,100568,tt0139216,Floating,floating
2566,13533,tt0141105,Free Enterprise,enterprise
2567,62676,tt0164085,Limbo,limbo
2568,817,tt0145660,Austin Powers: The Spy Who Shagged Me,austin powers shagged
2569,265966,tt0143924,Promise Her Anything,promise anything
2570,91598,tt0156820,Le nain rouge,nain rouge
2571,14283,tt0120802,The Red Violin,violin
2572,37135,tt0120855,Tarzan,tarzan
2573,2275,tt0144214,The General's Daughter,general s
2574,68426,tt0184510,Get Bruce!,bruce
2575,24137,tt0122541,An Ideal Husband,ideal husband
2578,15800,tt0120370,Trekkies,trekkies
2579,9032,tt0142342,Big Daddy,daddy
2580,13821,tt0139898,The Boys,
2582,55955,tt0119743,My Son the Fanatic,fanatic
2583,67067,tt0120554,Zone 39,zone 39
2584,6488,tt0099052,Arachnophobia,arachnophobia
2585,9473,tt0158983,"South Park: Bigger, Longer & Uncut",south bigger longer uncut
2586,8487,tt0120891,Wild Wild West,
